Region,MonthDate,HPIndex
Yorkshire & Humberside,31/07/1977,26.9744
Yorkshire & Humberside,31/10/1977,28.2204
Yorkshire & Humberside,31/01/1978,29.3367
Yorkshire & Humberside,30/04/1978,30.4752
Yorkshire & Humberside,31/07/1978,32.1253
Yorkshire & Humberside,31/10/1978,33.4749
Yorkshire & Humberside,31/01/1979,35.0131
Yorkshire & Humberside,30/04/1979,36.8749
Yorkshire & Humberside,31/07/1979,39.9907
Yorkshire & Humberside,31/10/1979,42.7312
Yorkshire & Humberside,31/01/1980,44.1617
Yorkshire & Humberside,30/04/1980,46.4174
Yorkshire & Humberside,31/07/1980,47.3998
Yorkshire & Humberside,31/10/1980,47.5438
Yorkshire & Humberside,31/01/1981,48.5092
Yorkshire & Humberside,30/04/1981,48.817
Yorkshire & Humberside,31/07/1981,48.9674
Yorkshire & Humberside,31/10/1981,48.3657
Yorkshire & Humberside,31/01/1982,49.4732
Yorkshire & Humberside,30/04/1982,49.4655
Yorkshire & Humberside,31/07/1982,49.5047
Yorkshire & Humberside,31/10/1982,51.4132
Yorkshire & Humberside,31/01/1983,52.7765
Yorkshire & Humberside,30/04/1983,54.3172
Yorkshire & Humberside,31/07/1983,55.8074
Yorkshire & Humberside,31/10/1983,56.39
Yorkshire & Humberside,31/01/1984,58.1011
Yorkshire & Humberside,30/04/1984,59.6001
Yorkshire & Humberside,31/07/1984,60.2281
Yorkshire & Humberside,31/10/1984,64.3268
Yorkshire & Humberside,31/01/1985,65.1088
Yorkshire & Humberside,30/04/1985,66.4602
Yorkshire & Humberside,31/07/1985,66.9085
Yorkshire & Humberside,31/10/1985,68.6785
Yorkshire & Humberside,31/01/1986,68.4224
Yorkshire & Humberside,30/04/1986,69.2053
Yorkshire & Humberside,31/07/1986,70.3532
Yorkshire & Humberside,31/10/1986,71.542
Yorkshire & Humberside,31/01/1987,75.3023
Yorkshire & Humberside,30/04/1987,77.22
Yorkshire & Humberside,31/07/1987,77.2832
Yorkshire & Humberside,31/10/1987,76.5891
Yorkshire & Humberside,31/01/1988,76.4449
Yorkshire & Humberside,30/04/1988,81.8351
Yorkshire & Humberside,31/07/1988,91.6684
Yorkshire & Humberside,31/10/1988,105.7043
Yorkshire & Humberside,31/01/1989,116.5925
Yorkshire & Humberside,30/04/1989,123.2083
Yorkshire & Humberside,31/07/1989,131.024
Yorkshire & Humberside,31/10/1989,130.4488
Yorkshire & Humberside,31/01/1990,124.8117
Yorkshire & Humberside,30/04/1990,118.9084
Yorkshire & Humberside,31/07/1990,109.5397
Yorkshire & Humberside,31/10/1990,104.1254
Yorkshire & Humberside,31/01/1991,106.1452
Yorkshire & Humberside,30/04/1991,106.5099
Yorkshire & Humberside,31/07/1991,107.2503
Yorkshire & Humberside,31/10/1991,106.7916
Yorkshire & Humberside,31/01/1992,110.1012
Yorkshire & Humberside,30/04/1992,105.172
Yorkshire & Humberside,31/07/1992,105.6495
Yorkshire & Humberside,31/10/1992,102.3769
Yorkshire & Humberside,31/01/1993,101.3747
Yorkshire & Humberside,30/04/1993,104.2347
Yorkshire & Humberside,31/07/1993,104.4062
Yorkshire & Humberside,31/10/1993,107.3751
Yorkshire & Humberside,31/01/1994,104.1413
Yorkshire & Humberside,30/04/1994,102.6963
Yorkshire & Humberside,31/07/1994,99.4781
Yorkshire & Humberside,31/10/1994,98.2438
Yorkshire & Humberside,31/01/1995,98.7936
Yorkshire & Humberside,30/04/1995,97.8033
Yorkshire & Humberside,31/07/1995,98.458
Yorkshire & Humberside,31/10/1995,97.5089
Yorkshire & Humberside,31/01/1996,96.2026
Yorkshire & Humberside,30/04/1996,98.335
Yorkshire & Humberside,31/07/1996,99.9348
Yorkshire & Humberside,31/10/1996,104.2457
Yorkshire & Humberside,31/01/1997,102.3305
Yorkshire & Humberside,30/04/1997,104.8957
Yorkshire & Humberside,31/07/1997,107.7992
Yorkshire & Humberside,31/10/1997,108.9287
Yorkshire & Humberside,31/01/1998,111.0277
Yorkshire & Humberside,30/04/1998,109.3842
Yorkshire & Humberside,31/07/1998,109.4994
Yorkshire & Humberside,31/10/1998,108.0356
Yorkshire & Humberside,31/01/1999,111.9759
Yorkshire & Humberside,30/04/1999,113.0629
Yorkshire & Humberside,31/07/1999,115.3213
Yorkshire & Humberside,31/10/1999,118.6265
Yorkshire & Humberside,31/01/2000,118.3119
Yorkshire & Humberside,30/04/2000,122.4756
Yorkshire & Humberside,31/07/2000,119.7879
Yorkshire & Humberside,31/10/2000,124.8853
Yorkshire & Humberside,31/01/2001,128.8813
Yorkshire & Humberside,30/04/2001,130.7415
Yorkshire & Humberside,31/07/2001,133.6683
Yorkshire & Humberside,31/10/2001,138.1206
Yorkshire & Humberside,31/01/2002,144.4406
Yorkshire & Humberside,30/04/2002,154.0659
Yorkshire & Humberside,31/07/2002,167.2615
Yorkshire & Humberside,31/10/2002,186.8962
Yorkshire & Humberside,31/01/2003,187.3312
Yorkshire & Humberside,30/04/2003,202.6697
Yorkshire & Humberside,31/07/2003,215.0092
Yorkshire & Humberside,31/10/2003,226.8402
Yorkshire & Humberside,31/01/2004,240.4863
Yorkshire & Humberside,30/04/2004,260.0777
Yorkshire & Humberside,31/07/2004,270.4779
Yorkshire & Humberside,31/10/2004,272.9758
Yorkshire & Humberside,31/01/2005,277.5305
Yorkshire & Humberside,30/04/2005,281.9358
Yorkshire & Humberside,31/07/2005,282.6851
Yorkshire & Humberside,31/10/2005,287.3233
Yorkshire & Humberside,31/01/2006,293.1663
Yorkshire & Humberside,30/04/2006,295.5158
Yorkshire & Humberside,31/07/2006,300.8911
Yorkshire & Humberside,31/10/2006,307.9701
Yorkshire & Humberside,31/01/2007,311.8664
Yorkshire & Humberside,30/04/2007,313.8759
Yorkshire & Humberside,31/07/2007,316.7883
Yorkshire & Humberside,31/10/2007,315.6639
Yorkshire & Humberside,31/01/2008,312.5842
Yorkshire & Humberside,30/04/2008,295.4534
Yorkshire & Humberside,31/07/2008,284.7634
Yorkshire & Humberside,31/10/2008,272.6267
Yorkshire & Humberside,31/01/2009,262.6815
Yorkshire & Humberside,30/04/2009,266.1543
Yorkshire & Humberside,31/07/2009,272.2869
Yorkshire & Humberside,31/10/2009,280.3147
Yorkshire & Humberside,31/01/2010,280.9762
Yorkshire & Humberside,30/04/2010,285.0335
Yorkshire & Humberside,31/07/2010,276.7856
Yorkshire & Humberside,31/10/2010,270.3542
Yorkshire & Humberside,31/01/2011,278.4326
Yorkshire & Humberside,30/04/2011,279.3279
Yorkshire & Humberside,31/07/2011,277.3551
Yorkshire & Humberside,31/10/2011,275.0139
Yorkshire & Humberside,31/01/2012,272.4657
Yorkshire & Humberside,30/04/2012,271.7396
Yorkshire & Humberside,31/07/2012,271.631
Yorkshire & Humberside,31/10/2012,268.1265
Yorkshire & Humberside,31/01/2013,270.9788
Yorkshire & Humberside,30/04/2013,269.8578
Yorkshire & Humberside,31/07/2013,277.3667
Yorkshire & Humberside,31/10/2013,287.9903
Yorkshire & Humberside,31/01/2014,288.0629
Yorkshire & Humberside,30/04/2014,288.8782
Yorkshire & Humberside,31/07/2014,292.7697
Yorkshire & Humberside,31/10/2014,292.3166
Yorkshire & Humberside,31/01/2015,291.9499
Yorkshire & Humberside,30/04/2015,298.2988
Yorkshire & Humberside,31/07/2015,293.7078
Yorkshire & Humberside,31/10/2015,293.651
Yorkshire & Humberside,31/01/2016,297.4074
Yorkshire & Humberside,30/04/2016,300.4047
Yorkshire & Humberside,31/07/2016,304.4908
Yorkshire & Humberside,31/10/2016,305.6059
Yorkshire & Humberside,31/01/2017,304.3703
Yorkshire & Humberside,30/04/2017,307.1571
Yorkshire & Humberside,31/07/2017,306.1651
Yorkshire & Humberside,31/10/2017,311.1982
Yorkshire & Humberside,31/01/2018,316.3561
Yorkshire & Humberside,30/04/2018,313.5335
Yorkshire & Humberside,31/07/2018,324.4024
Yorkshire & Humberside,31/10/2018,322.9039
Yorkshire & Humberside,31/01/2019,322.211
Yorkshire & Humberside,30/04/2019,323.3901
Yorkshire & Humberside,31/07/2019,324.9783
Yorkshire & Humberside,31/10/2019,328.1241
Yorkshire & Humberside,31/01/2020,335.7849
Yorkshire & Humberside,30/04/2020,329.8091
